year,country,wave_pgf,wave_lp,wave_gdp
1993,CHE,0.004193,0.009648,0.005968
1994,CHE,0.004667,0.010179,0.005575
1995,CHE,0.005193,0.010721,0.005359
1996,CHE,0.005722,0.011213,0.00532
1997,CHE,0.006211,0.011611,0.005436
1998,CHE,0.006623,0.011889,0.005658
1999,CHE,0.006953,0.012058,0.005944
2000,CHE,0.007207,0.012131,0.006272
2001,CHE,0.007365,0.012085,0.006616
2002,CHE,0.007449,0.011939,0.00699
2003,CHE,0.007491,0.011734,0.007401
2004,CHE,0.007504,0.011497,0.007821
2005,CHE,0.007468,0.011223,0.008184
2006,CHE,0.007356,0.010893,0.00844
2007,CHE,0.007168,0.010515,0.008554
2008,CHE,0.006932,0.010122,0.008537
2009,CHE,0.006699,0.009768,0.008441
2010,CHE,0.006525,0.009503,0.008334
2011,CHE,0.00639,0.009315,0.008204
2012,CHE,0.006317,0.009229,0.008072
2013,CHE,0.006304,0.00924,0.007955
2014,CHE,0.006343,0.009331,0.007854
2015,CHE,0.006435,0.009507,0.007771
2016,CHE,0.006588,0.00977,0.007711
2017,CHE,0.006785,0.010092,0.007676
2018,CHE,0.007007,0.010438,0.007668
2019,CHE,0.00724,0.010785,0.007686
2020,CHE,0.007494,0.011134,0.007754
2021,CHE,0.007767,0.011478,0.007889
2022,CHE,0.008038,0.011814,0.008032
1891,CHL,0.012294,0.032384,0.017719
1892,CHL,0.012983,0.030471,0.017474
1893,CHL,0.013727,0.028664,0.01733
1894,CHL,0.014492,0.026979,0.017289
1895,CHL,0.015291,0.025481,0.017394
1896,CHL,0.016066,0.024157,0.017595
1897,CHL,0.016841,0.023094,0.017925
1898,CHL,0.017578,0.022317,0.018369
1899,CHL,0.018159,0.02174,0.018812
1900,CHL,0.018659,0.021448,0.019317
1901,CHL,0.01912,0.021471,0.019904
1902,CHL,0.019475,0.021725,0.02048
1903,CHL,0.019762,0.022216,0.021053
1904,CHL,0.020064,0.022985,0.021669
1905,CHL,0.020204,0.023804,0.022111
1906,CHL,0.020164,0.024587,0.022312
1907,CHL,0.019838,0.025152,0.022114
1908,CHL,0.019215,0.025417,0.021469
1909,CHL,0.018363,0.025387,0.02043
1910,CHL,0.017448,0.025192,0.019163
1911,CHL,0.016497,0.024822,0.017693
1912,CHL,0.015663,0.024405,0.016176
1913,CHL,0.015026,0.024005,0.014703
1914,CHL,0.014715,0.023757,0.013436
1915,CHL,0.014795,0.023752,0.012495
1916,CHL,0.015154,0.023923,0.011835
1917,CHL,0.015588,0.024111,0.01132
1918,CHL,0.016046,0.024296,0.010941
1919,CHL,0.01657,0.024539,0.010768
1920,CHL,0.017228,0.024927,0.010895
1921,CHL,0.017824,0.025274,0.011138
1922,CHL,0.018295,0.02552,0.011439
1923,CHL,0.018527,0.025546,0.011672
1924,CHL,0.018352,0.025177,0.011655
1925,CHL,0.017837,0.024466,0.011422
1926,CHL,0.017126,0.023541,0.011086
1927,CHL,0.01637,0.022534,0.010755
1928,CHL,0.015705,0.021568,0.010529
1929,CHL,0.015164,0.02066,0.010403
1930,CHL,0.014996,0.020059,0.010594
1931,CHL,0.015544,0.020117,0.011422
1932,CHL,0.016928,0.020991,0.01301
1933,CHL,0.018813,0.022405,0.01506
1934,CHL,0.020584,0.023791,0.016998
1935,CHL,0.021979,0.024904,0.018582
1936,CHL,0.022963,0.025704,0.019781
1937,CHL,0.023508,0.026149,0.020568
1938,CHL,0.023608,0.026214,0.020943
1939,CHL,0.023384,0.026004,0.021031
1940,CHL,0.022966,0.025635,0.020977
1941,CHL,0.022408,0.025149,0.02085
1942,CHL,0.021784,0.024612,0.020739
1943,CHL,0.021083,0.02401,0.020646
1944,CHL,0.020315,0.023352,0.020577
1945,CHL,0.019477,0.022635,0.020508
1946,CHL,0.01854,0.02183,0.020368
1947,CHL,0.017591,0.021029,0.020181
1948,CHL,0.016788,0.020399,0.020021
1949,CHL,0.016096,0.01993,0.01976
1950,CHL,0.015673,0.019818,0.019442
1951,CHL,0.015611,0.020208,0.019033
1952,CHL,0.015753,0.020886,0.018533
1953,CHL,0.015996,0.021698,0.017958
1954,CHL,0.016311,0.02258,0.017376
1955,CHL,0.016735,0.023542,0.016907
1956,CHL,0.017239,0.024534,0.01659
1957,CHL,0.017764,0.025482,0.016418
1958,CHL,0.018215,0.026281,0.016331
1959,CHL,0.018595,0.026929,0.016349
1960,CHL,0.018876,0.027395,0.016444
1961,CHL,0.018965,0.027589,0.016505
1962,CHL,0.018825,0.027472,0.01645
1963,CHL,0.01843,0.027014,0.016214
1964,CHL,0.017773,0.026203,0.015746
1965,CHL,0.016892,0.02507,0.015048
1966,CHL,0.015782,0.023615,0.014095
1967,CHL,0.014381,0.021781,0.012811
1968,CHL,0.012777,0.019665,0.01128
1969,CHL,0.011061,0.017361,0.009596
1970,CHL,0.009333,0.014975,0.007871
1971,CHL,0.007714,0.012631,0.006243
1972,CHL,0.006321,0.010463,0.004846
1973,CHL,0.00536,0.008684,0.003946
1974,CHL,0.004925,0.007386,0.003734
1975,CHL,0.004959,0.006511,0.004248
1976,CHL,0.005442,0.006063,0.005494
1977,CHL,0.006118,0.00584,0.007178
1978,CHL,0.006762,0.005664,0.009028
1979,CHL,0.007271,0.005458,0.010918
1980,CHL,0.007683,0.005283,0.012841
1981,CHL,0.008159,0.005322,0.014902
1982,CHL,0.008906,0.00578,0.017307
1983,CHL,0.010178,0.006917,0.0203
1984,CHL,0.011986,0.008812,0.023774
1985,CHL,0.01421,0.011383,0.027524
1986,CHL,0.016757,0.014566,0.031393
1987,CHL,0.01947,0.018199,0.035187
1988,CHL,0.022181,0.022097,0.03873
1989,CHL,0.024748,0.026086,0.041871
1990,CHL,0.027029,0.029969,0.044491
1991,CHL,0.028937,0.03359,0.046563
1992,CHL,0.030339,0.036755,0.048009
1993,CHL,0.031154,0.039332,0.048781
1994,CHL,0.031394,0.041268,0.048938
1995,CHL,0.031046,0.042477,0.048545
1996,CHL,0.030112,0.042908,0.047647
1997,CHL,0.028701,0.042639,0.046366
1998,CHL,0.026949,0.041793,0.04485
1999,CHL,0.025042,0.040572,0.043269
2000,CHL,0.023087,0.039094,0.041763
2001,CHL,0.021126,0.037442,0.040351
2002,CHL,0.019198,0.035693,0.039042
2003,CHL,0.017327,0.03391,0.037804
2004,CHL,0.015496,0.032105,0.036568
2005,CHL,0.01367,0.030252,0.03526
2006,CHL,0.011842,0.028339,0.033846
2007,CHL,0.010049,0.026404,0.032311
2008,CHL,0.008352,0.024508,0.030676
2009,CHL,0.006835,0.022742,0.028979
2010,CHL,0.005573,0.021193,0.027251
2011,CHL,0.004581,0.019914,0.025425
2012,CHL,0.003795,0.018827,0.023478
2013,CHL,0.003165,0.017852,0.021438
2014,CHL,0.002699,0.016975,0.019385
2015,CHL,0.002389,0.016173,0.017406
2016,CHL,0.002217,0.015426,0.015561
2017,CHL,0.002144,0.01469,0.013899
2018,CHL,0.002127,0.013918,0.012451
2019,CHL,0.002093,0.013027,0.011219
2020,CHL,0.001997,0.01195,0.010225
2021,CHL,0.001767,0.010591,0.009444
2022,CHL,0.001437,0.009088,0.008673
1891,DEU,0.019542,0.023501,0.019359
1892,DEU,0.01886,0.022951,0.019044
1893,DEU,0.018135,0.022363,0.018679
1894,DEU,0.017304,0.021675,0.018186
1895,DEU,0.016391,0.02092,0.017572
1896,DEU,0.015424,0.020132,0.016847
1897,DEU,0.014427,0.019335,0.01602
1898,DEU,0.013424,0.01855,0.015108
1899,DEU,0.012436,0.017794,0.014124
1900,DEU,0.011528,0.017126,0.013126
1901,DEU,0.0107,0.016543,0.012115
1902,DEU,0.009889,0.015963,0.011064
1903,DEU,0.009042,0.015339,0.009907
1904,DEU,0.008109,0.014619,0.008567
1905,DEU,0.007061,0.013777,0.006995
1906,DEU,0.005884,0.012799,0.005167
1907,DEU,0.004606,0.01172,0.003113
1908,DEU,0.003209,0.01053,0.000828
1909,DEU,0.001694,0.009235,-0.001655
1910,DEU,0.000128,0.007911,-0.004243
1911,DEU,-0.001426,0.006619,-0.006843
1912,DEU,-0.002896,0.005407,-0.009346
1913,DEU,-0.004162,0.004366,-0.011567
1914,DEU,-0.005078,0.003606,-0.013276
1915,DEU,-0.005432,0.003299,-0.014148
1916,DEU,-0.005126,0.003499,-0.013983
1917,DEU,-0.004237,0.004102,-0.012815
1918,DEU,-0.002729,0.005165,-0.010667
1919,DEU,-0.000778,0.006551,-0.007823
1920,DEU,0.001428,0.008104,-0.004586
1921,DEU,0.003565,0.009557,-0.001319
1922,DEU,0.005534,0.010834,0.001852
1923,DEU,0.007357,0.01197,0.004898
1924,DEU,0.009126,0.013067,0.007899
1925,DEU,0.010684,0.013989,0.010648
1926,DEU,0.012028,0.014735,0.013141
1927,DEU,0.013169,0.015268,0.01548
1928,DEU,0.014231,0.015724,0.017754
1929,DEU,0.015337,0.016167,0.020213
1930,DEU,0.016616,0.016672,0.023124
1931,DEU,0.018129,0.017258,0.026672
1932,DEU,0.019895,0.017966,0.030853
1933,DEU,0.021795,0.018778,0.035342
1934,DEU,0.023635,0.019655,0.039582
1935,DEU,0.025203,0.020486,0.043089
1936,DEU,0.026283,0.021094,0.045492
1937,DEU,0.026813,0.021458,0.046565
1938,DEU,0.026737,0.021522,0.046206
1939,DEU,0.026114,0.021354,0.044426
1940,DEU,0.025028,0.02104,0.041314
1941,DEU,0.023697,0.020763,0.037221
1942,DEU,0.022355,0.020658,0.032723
1943,DEU,0.021452,0.021089,0.028593
1944,DEU,0.021403,0.022357,0.025634
1945,DEU,0.022691,0.024822,0.024733
1946,DEU,0.025757,0.028863,0.026569
1947,DEU,0.029733,0.033556,0.030452
1948,DEU,0.033824,0.038257,0.035322
1949,DEU,0.037625,0.042719,0.040381
1950,DEU,0.040934,0.046835,0.045102
1951,DEU,0.043676,0.050538,0.049259
1952,DEU,0.045756,0.053713,0.052681
1953,DEU,0.047148,0.056311,0.055273
1954,DEU,0.047881,0.058341,0.057003
1955,DEU,0.048016,0.059834,0.057886
1956,DEU,0.04761,0.060809,0.057952
1957,DEU,0.046789,0.061351,0.057337
1958,DEU,0.045675,0.061543,0.056186
1959,DEU,0.044349,0.061432,0.054623
1960,DEU,0.042845,0.061029,0.05272
1961,DEU,0.041225,0.060368,0.050573
1962,DEU,0.039586,0.059527,0.048327
1963,DEU,0.037985,0.058548,0.046085
1964,DEU,0.036462,0.057467,0.043923
1965,DEU,0.035015,0.056288,0.041859
1966,DEU,0.033651,0.055018,0.039935
1967,DEU,0.032368,0.05366,0.038194
1968,DEU,0.031139,0.052193,0.036639
1969,DEU,0.029903,0.050596,0.035182
1970,DEU,0.028633,0.048865,0.033769
1971,DEU,0.027349,0.047032,0.032401
1972,DEU,0.026065,0.045109,0.031096
1973,DEU,0.024786,0.043104,0.029851
1974,DEU,0.023522,0.041034,0.028678
1975,DEU,0.0223,0.038932,0.027618
1976,DEU,0.021131,0.036827,0.026672
1977,DEU,0.020001,0.03475,0.025777
1978,DEU,0.018931,0.032747,0.024923
1979,DEU,0.017958,0.030881,0.024122
1980,DEU,0.017122,0.029207,0.023397
1981,DEU,0.016471,0.027779,0.022805
1982,DEU,0.016017,0.026608,0.022381
1983,DEU,0.015746,0.025683,0.022119
1984,DEU,0.015606,0.02496,0.021966
1985,DEU,0.015556,0.02441,0.021859
1986,DEU,0.01556,0.024005,0.021756
1987,DEU,0.015584,0.023718,0.021622
1988,DEU,0.015587,0.0235,0.021424
1989,DEU,0.015507,0.023285,0.021114
1990,DEU,0.015298,0.023011,0.020662
1991,DEU,0.014939,0.022638,0.020063
1992,DEU,0.014444,0.022152,0.019353
1993,DEU,0.013859,0.021561,0.018618
1994,DEU,0.013227,0.020883,0.017927
1995,DEU,0.012566,0.020129,0.017285
1996,DEU,0.011903,0.019322,0.0167
1997,DEU,0.01125,0.018473,0.016175
1998,DEU,0.01061,0.01759,0.015691
1999,DEU,0.009991,0.016691,0.015231
2000,DEU,0.009395,0.01578,0.014789
2001,DEU,0.008816,0.014852,0.014368
2002,DEU,0.008266,0.013918,0.013995
2003,DEU,0.007772,0.01301,0.013706
2004,DEU,0.007342,0.01215,0.013498
2005,DEU,0.006968,0.011351,0.01333
2006,DEU,0.006639,0.01062,0.013161
2007,DEU,0.006348,0.00997,0.012939
2008,DEU,0.006116,0.009428,0.012666
2009,DEU,0.005974,0.009023,0.012384
2010,DEU,0.005938,0.008766,0.012133
2011,DEU,0.005931,0.008589,0.011821
2012,DEU,0.005912,0.008455,0.011422
2013,DEU,0.005884,0.00836,0.010964
2014,DEU,0.00584,0.008294,0.010456
2015,DEU,0.005765,0.008243,0.00989
2016,DEU,0.005652,0.008196,0.009271
2017,DEU,0.005492,0.008133,0.008598
2018,DEU,0.005288,0.008049,0.007879
2019,DEU,0.005068,0.007955,0.007152
2020,DEU,0.004848,0.007853,0.00645
2021,DEU,0.004642,0.007741,0.005811
2022,DEU,0.004437,0.007624,0.005184
1891,DNK,0.017767,0.024515,0.017097
1892,DNK,0.017373,0.024747,0.017578
1893,DNK,0.01697,0.02497,0.018049
1894,DNK,0.016547,0.025173,0.018501
1895,DNK,0.016082,0.025323,0.01891
1896,DNK,0.015537,0.025365,0.019239
1897,DNK,0.014941,0.025298,0.019496
1898,DNK,0.014342,0.02514,0.0197
1899,DNK,0.013773,0.024894,0.019847
1900,DNK,0.01323,0.024538,0.019901
1901,DNK,0.012714,0.024075,0.019844
1902,DNK,0.012228,0.023517,0.01966
1903,DNK,0.011785,0.022898,0.019353
1904,DNK,0.011375,0.022222,0.01891
1905,DNK,0.011042,0.021554,0.018375
1906,DNK,0.010802,0.020929,0.017776
1907,DNK,0.010643,0.020353,0.017116
1908,DNK,0.01055,0.019822,0.016396
1909,DNK,0.010517,0.019347,0.015633
1910,DNK,0.010538,0.018939,0.014848
1911,DNK,0.010628,0.018625,0.014082
1912,DNK,0.01081,0.018438,0.013381
1913,DNK,0.011154,0.018453,0.012844
1914,DNK,0.011682,0.018689,0.012521
1915,DNK,0.01243,0.01918,0.012487
1916,DNK,0.013507,0.020031,0.012897
1917,DNK,0.014832,0.021151,0.013714
1918,DNK,0.016348,0.022467,0.01494
1919,DNK,0.017822,0.023723,0.016406
1920,DNK,0.018897,0.024531,0.017827
1921,DNK,0.019533,0.02487,0.019114
1922,DNK,0.019832,0.024898,0.020216
1923,DNK,0.019701,0.024543,0.020956
1924,DNK,0.019173,0.023849,0.021296
1925,DNK,0.018411,0.022985,0.021347
1926,DNK,0.01751,0.022047,0.02116
1927,DNK,0.016442,0.021011,0.020679
1928,DNK,0.015229,0.019892,0.019906
1929,DNK,0.013872,0.018687,0.018829
1930,DNK,0.012384,0.017396,0.017447
1931,DNK,0.010852,0.01609,0.015847
1932,DNK,0.009426,0.014902,0.014183
1933,DNK,0.008222,0.013945,0.012585
1934,DNK,0.00726,0.013239,0.011085
1935,DNK,0.006575,0.012818,0.009733
1936,DNK,0.006224,0.012741,0.008604
1937,DNK,0.00626,0.013067,0.007778
1938,DNK,0.006746,0.013866,0.007355
1939,DNK,0.007753,0.015222,0.007452
1940,DNK,0.009371,0.017231,0.008204
1941,DNK,0.011739,0.020042,0.009814
1942,DNK,0.01469,0.023498,0.012172
1943,DNK,0.017811,0.02718,0.014938
1944,DNK,0.020692,0.030658,0.017774
1945,DNK,0.023094,0.033666,0.020502
1946,DNK,0.025033,0.036227,0.023096
1947,DNK,0.026318,0.038146,0.025313
1948,DNK,0.027008,0.039468,0.027147
1949,DNK,0.027206,0.040275,0.02863
1950,DNK,0.026987,0.040623,0.029771
1951,DNK,0.02647,0.04061,0.030641
1952,DNK,0.025835,0.040402,0.031389
1953,DNK,0.025179,0.04009,0.032101
1954,DNK,0.024557,0.039735,0.032806
1955,DNK,0.024025,0.039403,0.033565
1956,DNK,0.023593,0.039115,0.034395
1957,DNK,0.023224,0.038854,0.035254
1958,DNK,0.022846,0.038576,0.03604
1959,DNK,0.022474,0.038322,0.036725
1960,DNK,0.022097,0.038107,0.03724
1961,DNK,0.021766,0.037994,0.037576
1962,DNK,0.021489,0.038,0.037692
1963,DNK,0.021296,0.038152,0.037582
1964,DNK,0.021208,0.038464,0.03726
1965,DNK,0.021156,0.038851,0.03666
1966,DNK,0.021135,0.039279,0.035811
1967,DNK,0.021114,0.039679,0.034747
1968,DNK,0.020995,0.039911,0.033464
1969,DNK,0.020734,0.039897,0.031987
1970,DNK,0.02034,0.039622,0.030368
1971,DNK,0.019875,0.039129,0.028716
1972,DNK,0.01935,0.038413,0.027095
1973,DNK,0.018787,0.03749,0.025564
1974,DNK,0.018229,0.036404,0.02419
1975,DNK,0.017743,0.035237,0.023061
1976,DNK,0.017327,0.034009,0.022184
1977,DNK,0.01696,0.03275,0.021487
1978,DNK,0.016652,0.031499,0.020964
1979,DNK,0.016416,0.030302,0.020598
1980,DNK,0.01626,0.029199,0.020369
1981,DNK,0.016207,0.02824,0.020288
1982,DNK,0.016212,0.027399,0.02031
1983,DNK,0.01622,0.026653,0.020342
1984,DNK,0.016196,0.025981,0.020322
1985,DNK,0.016119,0.025368,0.020202
1986,DNK,0.015993,0.024807,0.019978
1987,DNK,0.015836,0.024291,0.019685
1988,DNK,0.015679,0.023807,0.019413
1989,DNK,0.01553,0.023333,0.019214
1990,DNK,0.015372,0.02284,0.019102
1991,DNK,0.015174,0.022293,0.019062
1992,DNK,0.014908,0.021672,0.01907
1993,DNK,0.014545,0.020962,0.019084
1994,DNK,0.014054,0.020141,0.019057
1995,DNK,0.013389,0.019181,0.018897
1996,DNK,0.012588,0.018145,0.018575
1997,DNK,0.011693,0.017084,0.018072
1998,DNK,0.010758,0.016063,0.017381
1999,DNK,0.009832,0.015124,0.016514
2000,DNK,0.008935,0.014279,0.015484
2001,DNK,0.008085,0.013527,0.014325
2002,DNK,0.007322,0.012884,0.013106
2003,DNK,0.006651,0.012336,0.011881
2004,DNK,0.006062,0.011855,0.010674
2005,DNK,0.005544,0.011425,0.009494
2006,DNK,0.005124,0.011067,0.008372
2007,DNK,0.004834,0.01081,0.007364
2008,DNK,0.004724,0.010684,0.006578
2009,DNK,0.004826,0.010703,0.006121
2010,DNK,0.005121,0.010828,0.006059
2011,DNK,0.005522,0.010984,0.006343
2012,DNK,0.00599,0.011147,0.006936
2013,DNK,0.006482,0.011284,0.007809
2014,DNK,0.006965,0.011373,0.008916
2015,DNK,0.007403,0.011387,0.010206
2016,DNK,0.00777,0.011309,0.011631
2017,DNK,0.008054,0.011127,0.013156
2018,DNK,0.008252,0.010829,0.014771
2019,DNK,0.008379,0.010419,0.016483
2020,DNK,0.008463,0.009925,0.018298
2021,DNK,0.008523,0.009366,0.020213
2022,DNK,0.008546,0.008756,0.022133
1891,EA,0.010526,0.015582,0.013196
1892,EA,0.0105,0.015526,0.013338
1893,EA,0.010449,0.015449,0.013451
1894,EA,0.010357,0.01534,0.01351
1895,EA,0.010219,0.015204,0.013492
1896,EA,0.010063,0.015077,0.013416
1897,EA,0.009897,0.014967,0.013276
1898,EA,0.00972,0.014874,0.013068
1899,EA,0.00951,0.014771,0.012768
1900,EA,0.009299,0.014685,0.012404
1901,EA,0.009098,0.01462,0.011988
1902,EA,0.00889,0.014551,0.011524
1903,EA,0.008641,0.014439,0.010977
1904,EA,0.008319,0.014252,0.010306
1905,EA,0.007906,0.013972,0.009482
1906,EA,0.007398,0.013594,0.008489
1907,EA,0.006814,0.013141,0.007343
1908,EA,0.006161,0.012622,0.006046
1909,EA,0.005488,0.012088,0.004649
1910,EA,0.004859,0.011605,0.003224
1911,EA,0.00435,0.011244,0.001855
1912,EA,0.00401,0.011049,0.0006
1913,EA,0.003974,0.011147,-0.000385
1914,EA,0.004407,0.011697,-0.000901
1915,EA,0.005475,0.012859,-0.000725
1916,EA,0.007175,0.014624,0.000203
1917,EA,0.009328,0.016812,0.001753
1918,EA,0.011846,0.019334,0.003867
1919,EA,0.014493,0.021955,0.006328
1920,EA,0.016974,0.024383,0.008832
1921,EA,0.019011,0.026355,0.01108
1922,EA,0.020481,0.027743,0.01293
1923,EA,0.021307,0.028468,0.014259
1924,EA,0.02154,0.028573,0.015091
1925,EA,0.021173,0.028051,0.015376
1926,EA,0.020298,0.026979,0.015174
1927,EA,0.019025,0.025449,0.0146
1928,EA,0.017496,0.023597,0.013763
1929,EA,0.015842,0.021531,0.012816
1930,EA,0.014221,0.019387,0.011949
1931,EA,0.012801,0.017308,0.011383
1932,EA,0.011678,0.015395,0.011222
1933,EA,0.010861,0.0137,0.011409
1934,EA,0.010307,0.012257,0.011773
1935,EA,0.009955,0.011059,0.012159
1936,EA,0.009734,0.010075,0.012432
1937,EA,0.009617,0.009311,0.012516
1938,EA,0.009534,0.008716,0.012338
1939,EA,0.009523,0.008359,0.011922
1940,EA,0.009632,0.008313,0.011325
1941,EA,0.010025,0.008752,0.010779
1942,EA,0.010811,0.009777,0.010522
1943,EA,0.012199,0.01159,0.010877
1944,EA,0.014378,0.014357,0.012177
1945,EA,0.017536,0.018228,0.014762
1946,EA,0.021673,0.023173,0.018735
1947,EA,0.025975,0.028341,0.023346
1948,EA,0.030032,0.03333,0.028075
1949,EA,0.033627,0.037932,0.032572
1950,EA,0.03666,0.042033,0.03663
1951,EA,0.039103,0.04559,0.040155
1952,EA,0.04098,0.04861,0.043104
1953,EA,0.042353,0.051148,0.045494
1954,EA,0.043281,0.053254,0.047346
1955,EA,0.043832,0.054987,0.048693
1956,EA,0.044062,0.056384,0.049582
1957,EA,0.044055,0.057511,0.050098
1958,EA,0.043888,0.058425,0.05033
1959,EA,0.043611,0.059163,0.050346
1960,EA,0.043224,0.05971,0.050167
1961,EA,0.042711,0.060037,0.049789
1962,EA,0.042074,0.060132,0.049238
1963,EA,0.041315,0.059985,0.048535
1964,EA,0.040442,0.059597,0.0477
1965,EA,0.039454,0.058968,0.046738
1966,EA,0.038357,0.058099,0.045667
1967,EA,0.037158,0.056997,0.044493
1968,EA,0.035845,0.055656,0.043208
1969,EA,0.034394,0.054063,0.041774
1970,EA,0.032803,0.052225,0.040168
1971,EA,0.031111,0.050189,0.038415
1972,EA,0.02937,0.048013,0.03656
1973,EA,0.027618,0.045743,0.034634
1974,EA,0.025907,0.043449,0.032679
1975,EA,0.024284,0.041179,0.030778
1976,EA,0.022788,0.038979,0.029003
1977,EA,0.021398,0.036853,0.027344
1978,EA,0.020116,0.034812,0.025822
1979,EA,0.01895,0.032877,0.024461
1980,EA,0.017914,0.031076,0.023285
1981,EA,0.017037,0.029443,0.022336
1982,EA,0.016331,0.027994,0.021648
1983,EA,0.015776,0.026718,0.021212
1984,EA,0.015337,0.025591,0.020982
1985,EA,0.014972,0.024585,0.020896
1986,EA,0.014653,0.023687,0.020892
1987,EA,0.014356,0.022885,0.020911
1988,EA,0.014055,0.022157,0.020899
1989,EA,0.013715,0.021463,0.020804
1990,EA,0.013325,0.020776,0.020614
1991,EA,0.012893,0.020093,0.020347
1992,EA,0.012437,0.019406,0.020043
1993,EA,0.011968,0.018711,0.019745
1994,EA,0.011493,0.018003,0.019473
1995,EA,0.010995,0.017274,0.019189
1996,EA,0.010474,0.016534,0.018856
1997,EA,0.009929,0.015794,0.018444
1998,EA,0.009354,0.015054,0.017913
1999,EA,0.008749,0.014321,0.017233
2000,EA,0.008113,0.013591,0.016397
2001,EA,0.00745,0.012861,0.015416
2002,EA,0.006789,0.01215,0.014338
2003,EA,0.006159,0.011479,0.013219
2004,EA,0.005578,0.010863,0.012095
2005,EA,0.005048,0.010305,0.010977
2006,EA,0.004579,0.00981,0.009887
2007,EA,0.004178,0.009378,0.00885
2008,EA,0.003869,0.009022,0.007924
2009,EA,0.003683,0.00875,0.007199
2010,EA,0.003628,0.008552,0.006749
2011,EA,0.003648,0.008374,0.006536
2012,EA,0.003719,0.008198,0.006546
2013,EA,0.003832,0.008017,0.006784
2014,EA,0.003968,0.007824,0.007214
2015,EA,0.004105,0.007612,0.007785
2016,EA,0.004226,0.007375,0.008452
2017,EA,0.004327,0.007112,0.00919
2018,EA,0.004406,0.006816,0.009988
2019,EA,0.004479,0.006492,0.010865
2020,EA,0.004558,0.006138,0.011853
2021,EA,0.004655,0.005747,0.012984
2022,EA,0.004753,0.005344,0.014145
1891,ESP,0.006146,0.009625,0.010388
1892,ESP,0.005612,0.009215,0.009897
1893,ESP,0.005094,0.008824,0.009422
1894,ESP,0.00473,0.008589,0.009099
1895,ESP,0.004559,0.008552,0.008967
1896,ESP,0.004616,0.00875,0.009059
1897,ESP,0.004896,0.009176,0.009366
1898,ESP,0.005206,0.009633,0.009691
1899,ESP,0.005431,0.010003,0.009913
1900,ESP,0.00558,0.01029,0.010033
1901,ESP,0.00567,0.010502,0.010059
1902,ESP,0.005729,0.010663,0.010009
1903,ESP,0.005876,0.010898,0.010014
1904,ESP,0.00614,0.011242,0.01011
1905,ESP,0.006525,0.011706,0.010311
1906,ESP,0.006998,0.012258,0.010587
1907,ESP,0.007462,0.012805,0.010855
1908,ESP,0.007892,0.013321,0.011091
1909,ESP,0.008292,0.013805,0.0113
1910,ESP,0.008708,0.014298,0.011528
1911,ESP,0.009184,0.014835,0.011819
1912,ESP,0.009657,0.015341,0.012111
1913,ESP,0.010178,0.015868,0.012447
1914,ESP,0.010741,0.016408,0.012817
1915,ESP,0.011365,0.016982,0.013255
1916,ESP,0.011993,0.017545,0.013727
1917,ESP,0.012561,0.018046,0.014193
1918,ESP,0.013058,0.01849,0.014663
1919,ESP,0.013417,0.01882,0.015082
1920,ESP,0.013535,0.018939,0.015337
1921,ESP,0.013287,0.018718,0.015287
1922,ESP,0.012655,0.018128,0.014886
1923,ESP,0.011626,0.017137,0.014094
1924,ESP,0.010223,0.015748,0.012904
1925,ESP,0.008447,0.013937,0.011285
1926,ESP,0.006309,0.01169,0.009217
1927,ESP,0.003893,0.009071,0.006761
1928,ESP,0.001234,0.006099,0.003932
1929,ESP,-0.001505,0.002929,0.00088
1930,ESP,-0.004191,-0.000305,-0.00226
1931,ESP,-0.006591,-0.003354,-0.00524
1932,ESP,-0.008572,-0.006052,-0.007891
1933,ESP,-0.010085,-0.008304,-0.010104
1934,ESP,-0.011044,-0.009984,-0.01173
1935,ESP,-0.011391,-0.010999,-0.012657
1936,ESP,-0.01099,-0.011178,-0.012695
1937,ESP,-0.009657,-0.010307,-0.011606
1938,ESP,-0.007622,-0.008575,-0.009585
1939,ESP,-0.005258,-0.00633,-0.00699
1940,ESP,-0.002918,-0.003927,-0.004176
1941,ESP,-0.000784,-0.00157,-0.001346
1942,ESP,0.001204,0.000784,0.001479
1943,ESP,0.003052,0.003119,0.00423
1944,ESP,0.004846,0.005501,0.006933
1945,ESP,0.0067,0.00803,0.009662
1946,ESP,0.008784,0.010866,0.012553
1947,ESP,0.011084,0.013989,0.015575
1948,ESP,0.013628,0.017418,0.018742
1949,ESP,0.016422,0.021145,0.022058
1950,ESP,0.019413,0.02511,0.025477
1951,ESP,0.022462,0.029168,0.02888
1952,ESP,0.025401,0.03315,0.03213
1953,ESP,0.028193,0.037023,0.035211
1954,ESP,0.030898,0.040846,0.03819
1955,ESP,0.033487,0.044591,0.041035
1956,ESP,0.035983,0.048266,0.043774
1957,ESP,0.038389,0.05186,0.046414
1958,ESP,0.040753,0.055412,0.049016
1959,ESP,0.043066,0.058903,0.051596
1960,ESP,0.045279,0.062266,0.05414
1961,ESP,0.047202,0.065304,0.056466
1962,ESP,0.04857,0.06774,0.0583
1963,ESP,0.049262,0.069441,0.059488
1964,ESP,0.049251,0.070364,0.059971
1965,ESP,0.048583,0.070539,0.059755
1966,ESP,0.047386,0.070089,0.058902
1967,ESP,0.045771,0.069118,0.057462
1968,ESP,0.043838,0.067717,0.055495
1969,ESP,0.041658,0.065951,0.053057
1970,ESP,0.039302,0.063896,0.050182
