,date,N - Activités de services administratifs et de soutien,"M - Activités spécialisées, scientifiques et techniques",G - Commerce,J - Information et communication,K - Activités financières et d'assurance,Q - Santé humaine et action sociale,L - Activités immobilières,P - Enseignement,I - Hébergement et restauration,"B,C - Industrie",S - Autres services,0 - Administration,F - Construction,H - Transports et entreposage,"D,E - Electricité - Eau","R - Arts, spectacles et activités récréatives",A - Agriculture,nan
54,2023-07-01,0.3872876351040824,0.15547626611124027,0.07521398871026021,0.05994358405026782,0.05571784601982635,0.044478321669161054,0.04489860302842739,0.045299234869598144,0.02763540974157608,0.025888240090911764,0.013660235816049943,0.011531538022363333,0.01650122864070092,0.016929151479226634,0.012319156206027377,0.005606116676655171,0.0015446704502905398,6.877331333449046e-05
55,2023-08-01,0.37139132778681616,0.15741039647051439,0.08090659882144502,0.06294700550922808,0.06082950585282236,0.0456133397684015,0.049402998272972634,0.04307713451955933,0.02587664485775198,0.02423165392970648,0.0110440258809065,0.01605890431245453,0.015945970997446223,0.01648613317394821,0.012122752120962242,0.004902477820855802,0.0016806821172226513,7.244778698645977e-05
56,2023-09-01,0.3637423505315681,0.15460079433991272,0.08651169698757392,0.0675365491913271,0.06276822474169415,0.043457081964080234,0.048230599535527205,0.03787187945310197,0.02500228497359818,0.02284817804514278,0.014095690539793858,0.025585472553312602,0.015042915958671065,0.016829869174875268,0.010820907923872993,0.003704773102121703,0.001281662463700079,6.906852012646293e-05
57,2023-10-01,0.3573874941953828,0.15452085641128083,0.08611328018595531,0.06800494981438196,0.06215597103787854,0.04457063992175765,0.046448352526402906,0.038608033330825575,0.024407150769581994,0.024420121981274762,0.015715401238491297,0.029448282481859763,0.01457704770033388,0.016391460791918416,0.011774747126228051,0.00418295634668417,0.0012146242629108958,5.862987685131619e-05
58,2023-11-01,0.35656959278146616,0.15619059837283641,0.08292280060296994,0.07193623913531544,0.06062841442423853,0.04543068518340336,0.040086810566941425,0.0397596672974331,0.025278766691255866,0.025922896821578625,0.01728353485786373,0.02887199717758748,0.015028277579995083,0.016391909084105753,0.012272148989170062,0.0042774517036039215,0.0010776484172038872,7.05603130312069e-05
59,2023-12-01,0.36118679588295244,0.1544093680276918,0.07705978625141167,0.0804397776206697,0.05748108582079274,0.04825755419463241,0.03582905621918412,0.040171398272015275,0.024442674428213344,0.026584865902142076,0.01839426882006739,0.026525759092119395,0.015930146079898636,0.014976977036717378,0.012806666789088537,0.0043991534527558695,0.0010317868390366622,7.287927061048727e-05
60,2024-01-01,0.37483009081540847,0.14803254037191668,0.07326191387947112,0.07711557560530635,0.0548385590331288,0.04658765072337883,0.035491794857425735,0.03605841824900919,0.026333666458074546,0.02459954981460208,0.0204052913907491,0.034347340139040665,0.01654913901264318,0.014356742351362545,0.012689250656131211,0.003433364155155184,0.0009128240572102829,0.00015628842998620805
61,2024-02-01,0.37631558987662667,0.14212163011661136,0.07771027262454636,0.07078828049976667,0.05263709323895753,0.044320289812221116,0.03672403176313147,0.03611789947845627,0.025739089297490754,0.024585316814996597,0.019719546512778914,0.04202110085964084,0.01682193851774624,0.017113756181842257,0.013323340399520236,0.002929103734109114,0.000808604893023758,0.00020311537853378976
62,2024-03-01,0.3836502738578784,0.141917274415053,0.07694671077114487,0.058091839221640205,0.05528249166827192,0.04556680261174735,0.039905991456656034,0.038552754493126465,0.028538800963007618,0.026134734071675995,0.013593127213250128,0.03757165769456752,0.017518895261530307,0.018517252735644474,0.01437883316452393,0.0027934677318574774,0.0007463516110078924,0.0002927410574166017
63,2024-04-01,0.3659010196426256,0.13929849890866428,0.08147010462795759,0.0588095691827486,0.05511015016580793,0.044680650593345146,0.03724497422379147,0.041023028918801926,0.02754303178085724,0.02876153057617282,0.00912882295141661,0.0557321512950446,0.017100072047283418,0.019458433959844795,0.014245101032677728,0.002993823202909095,0.0011993711979472546,0.00029966569210377355
