date,autres,c1105 - actuariat,d1407 - relation technico-commerciale,e1103 - communication,e1205 - designer ux/ui,"h1206 - management et ingénierie études, recherche et développement industriel",h1208 - intervention technique en études et conception en automatisme,j1102 - médecine généraliste et spécialisée,k1903 - juriste,k2108 - enseignement supérieur,k2111 - formation professionnelle,k2402 - biostatisticien,k2402 - recherche en sciences naturelles,m1201 - analyse et ingénierie financière,m1202 - audit et contrôle comptables et financiers,m1203 - comptabilité,m1204 - contrôle de gestion,m1205 - direction administrative et financière,m1402 - chef de projet agile,m1402 - chef de projet autre,m1402 - coach numérique/agile/scrum,m1402 - conseil générique,m1403 - autres,m1403 - chef de projet data,m1403 - data engineer,m1403 - data scientist,m1502 - développement des ressources humaines,m1703 - management et gestion de produit,m1704 - management relation clientèle,m1705 - marketing,m1707 - stratégie commerciale,m1801 - administration de systèmes d'information,"m1802 - architecte it, cloud, réseaux",m1802 - expert cybersécurité,m1803 - cto,m1803 - direction des systèmes d'information,m1804 - études et développement de réseaux de télécoms,m1805 - autres,m1805 - chef de projet ia,m1805 - chef de projet numérique,m1805 - développeur web/application,m1805 - expert aiops,m1805 - ingénieur ia/ml/cv/genai,m1805 - ingénieur logiciel,m1806 - conseil data,m1806 - conseil ia,m1806 - conseil numérique,m1806 - maîtrise d'ouvrage en systèmes d'information,n1301 - logisticien
2019-01-01,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.07196969696969698,0.007575757575757576,0.0,0.0,0.0,0.003787878787878788,0.0,0.04924242424242424,0.022727272727272728,0.0,0.0,0.007575757575757576,0.0,0.0,0.01893939393939394,0.003787878787878788,0.030303030303030304,0.041666666666666664,0.015151515151515152,0.06818181818181818,0.10606060606060606,0.007575757575757576,0.011363636363636364,0.003787878787878788,0.0,0.003787878787878788,0.003787878787878788,0.007575757575757576,0.003787878787878788,0.011363636363636364,0.0,0.0,0.011363636363636364,0.003787878787878788,0.01893939393939394,0.23106060606060605,0.003787878787878788,0.08712121212121213,0.01893939393939394,0.022727272727272728,0.003787878787878788,0.011363636363636364,0.04924242424242424,0.0
2019-02-01,0.014393939393939393,0.006060606060606061,0.006060606060606061,0.010606060606060605,0.0022727272727272726,0.06098484848484849,0.006060606060606061,0.0,0.0022727272727272726,0.0,0.004166666666666667,0.0,0.03598484848484848,0.013636363636363637,0.0,0.0,0.010606060606060605,0.0022727272727272726,0.0,0.023106060606060606,0.008712121212121213,0.02196969696969697,0.05492424242424242,0.01893939393939394,0.05454545454545454,0.10075757575757577,0.012878787878787878,0.005681818181818182,0.008712121212121213,0.0022727272727272726,0.01553030303030303,0.006439393939393939,0.024242424242424242,0.004166666666666667,0.005681818181818182,0.0022727272727272726,0.0,0.007954545454545454,0.013257575757575758,0.014015151515151515,0.2109848484848485,0.001893939393939394,0.11174242424242424,0.011742424242424242,0.01818181818181818,0.001893939393939394,0.0125,0.04962121212121212,0.0
2019-03-01,0.01654764537976217,0.005083156907974426,0.005778325486354683,0.0077658756490873275,0.0018627358043416438,0.054212352934980675,0.00404040404040404,0.0,0.002210320093531772,0.002780674313521029,0.004168114934538292,0.0024330900243309003,0.03650293340074362,0.012914336272000506,0.0013903371567605145,0.0,0.010546549962608356,0.003948241539482415,0.0010427528675703858,0.025136400501364006,0.0068508336756511945,0.024378824743788247,0.06233739901623112,0.024444128458727,0.05443801940152305,0.11340042763400428,0.011714117188569744,0.006568553101399817,0.0068508336756511945,0.003600657250292287,0.013134209667056381,0.006726019317260193,0.02172296478865822,0.0034729463561580347,0.0051782159446393024,0.0025579043827219008,0.0003475842891901286,0.00599819888141056,0.012314226730285123,0.015252367259666529,0.19974589481888752,0.004043300576147292,0.10682028838963147,0.013737215744515014,0.018377729326634437,0.0023053791301966484,0.013547097671185263,0.04107524673218104,0.0006951685783802572
2019-04-01,0.017244266766038727,0.005112182799069283,0.004530212169275849,0.007794901540182184,0.0018627358043416438,0.04043956761047121,0.0015151515151515152,0.0,0.002210320093531772,0.006612091938042102,0.0035440582759988753,0.003071659628417746,0.03605303208877334,0.007892857112590312,0.00202890676084736,0.0006385696040868454,0.008659867041442676,0.005225380747656106,0.002319892075744077,0.025847534833187993,0.006226777017111777,0.020024941079559756,0.07207558547855553,0.03152644588587201,0.06874778371128736,0.11061394208889803,0.011743143079664599,0.007889231146215793,0.007503916225285468,0.006154935666639668,0.014425861820777501,0.008017671470981312,0.024944838700187304,0.003487459301705463,0.002667476364934205,0.0031964739868087463,0.0003475842891901286,0.0028488896976186177,0.014883018092179933,0.017240640799664208,0.18402837479102266,0.005973522333955257,0.1026840989086144,0.014448350076339002,0.021657655020353234,0.0016813224716572314,0.012952066903740704,0.035516788587515995,0.003888016598814484
2019-05-01,0.019616235480419894,0.007055742913835623,0.0034473996078640654,0.004114124902207103,0.0003475842891901286,0.03414903583355811,0.00043233895373973193,0.0,0.0011275075321199892,0.007044430891781833,0.00202890676084736,0.0035039985821574775,0.03755639254155014,0.008539400366137456,0.00202890676084736,0.0006385696040868454,0.004114412495988131,0.004574907139984055,0.0027522310294838086,0.02713276063203247,0.002546000379136695,0.022829248747680653,0.07701800579062563,0.04772933076579969,0.07932240148434871,0.12332667250590862,0.006979553880277736,0.015238993359791236,0.004255478541050118,0.008098495781406008,0.0066319695910876065,0.007149063209376941,0.014334847740001792,0.0019723077865539482,0.003099815318673937,0.0029783393328764274,0.0016446011504093246,0.00306309399742603,0.010333633192600482,0.018966066260498227,0.17529905827960499,0.009864572917612844,0.08446690753967205,0.01595957123736561,0.03872914816188528,0.002113661425396963,0.009271290265765621,0.03268496844052075,0.0038880165988144848
2019-06-01,0.022943551165046105,0.0060129900462652375,0.0021989544223147933,0.003908432584228217,0.0,0.033319631325578726,0.00043233895373973193,0.000978952520802741,0.00043233895373973193,0.006711137880267657,0.0016175221248895864,0.0010709085578265774,0.04021712220314799,0.006184401966250153,0.0006385696040868454,0.0006385696040868454,0.0016175221248895864,0.004099722157258637,0.0021989544223147933,0.02229516313872257,0.00199272377196768,0.0189706037751735,0.08409167783744793,0.043743085099757245,0.08474287894572781,0.12653506434415993,0.006788152839974801,0.013926747827474316,0.006149583235887955,0.011397228910680313,0.007767105360777542,0.006673878226651524,0.013668261716973438,0.0022560917289764317,0.0021989544223147933,0.004872444027714265,0.0017864931216205664,0.008241640543862219,0.010773600383910162,0.019420324729483858,0.1695626415010325,0.01051023242690141,0.07808381044626272,0.014455924664745759,0.04324110868529312,0.0020498610786293184,0.006015430969519175,0.03937481760118891,0.0031928480204342275
2019-07-01,0.022943551165046105,0.004503643709332694,0.0035341454126781974,0.0013541541678808342,0.0,0.03982143093082661,0.00043233895373973193,0.00150141856051016,0.001999737072861989,0.004447118374868842,0.0020238846002175793,0.00043233895373973193,0.03992686329219943,0.005197521669025029,0.000522466039707419,0.000522466039707419,0.002546350639924998,0.003345048988792365,0.0024892133332633597,0.021018023930548885,0.0013541541678808342,0.021582933973710593,0.0834531082333611,0.04467191361479266,0.07121681369552463,0.14830448266530238,0.006846204622164513,0.012997919312438905,0.006846204622164513,0.015635009010529378,0.008347623182674674,0.004642065850011561,0.013668261716973438,0.00150141856051016,0.0009218152141411024,0.006323738582457095,0.0017864931216205664,0.011782799257434728,0.009032046918218765,0.017388512352843898,0.15893916536031497,0.009929714605004277,0.08557249034873572,0.014223717535986904,0.03865501789230578,0.0019337575142498922,0.004912447107914623,0.036356124927323825,0.0026123301985370947
2019-08-01,0.024590027773458086,0.004997501249375312,0.005736852572245449,0.0004894762604013705,0.003952569169960474,0.0432792881359347,0.0013175230566534913,0.00150141856051016,0.0015673981191222572,0.004673540949455855,0.0033414076568710704,0.0,0.03875288360358601,0.00435334995697986,0.000522466039707419,0.000522466039707419,0.002546350639924998,0.0031391326096396467,0.0020568743795236276,0.017888265852389517,0.004442045430361845,0.02016202551507586,0.07884006868545436,0.038679832423929535,0.07006248577753574,0.16174458492286362,0.009501756930905792,0.008283203212170446,0.008842995402579048,0.01876391266387898,0.0116619370197427,0.0037978941379663927,0.015253219739082535,0.005453987730470633,0.0011482377887281163,0.0050267217212379,0.0011482377887281163,0.012029728027456034,0.007981958827020878,0.016585353031667322,0.14882790216158773,0.013285040832940893,0.08007426669791523,0.013173629444789017,0.028237016186873853,0.0034777031454903966,0.007341576842068888,0.0383315550874943,0.0026123301985370947
2019-09-01,0.02466299317873531,0.006032697936745913,0.006282572999214679,0.0005175983436853001,0.004470167513645774,0.041940068926575674,0.0018351214003387913,0.001040064383392719,0.0015673981191222572,0.0053317497095608036,0.0028800534797536297,0.0,0.04480065162224082,0.00650810958157285,0.0031104577581339203,0.001040064383392719,0.003637791493863458,0.002216424255404765,0.0015673981191222572,0.019204683372599413,0.005505364201016376,0.025675473951336025,0.06467869961123335,0.04637616256806661,0.06571876399462606,0.1552681451482051,0.00863529274323877,0.010437962836763437,0.007976531214912022,0.016485263861575703,0.013957307060755339,0.004427980814787412,0.014499243884551231,0.005510231897038493,0.0006587615283267456,0.002607462502514976,0.0006587615283267456,0.00926160296475139,0.006654140462236414,0.020056530176470206,0.14361163574057126,0.015552288790669602,0.0820823354556488,0.012909129850659085,0.025750111957008503,0.0030163489683729563,0.005901270144148706,0.04435120102286519,0.0031299285422223947
2019-10-01,0.027745888817008887,0.005815580426867498,0.005049933749904956,0.0010694747233762495,0.004746105703491249,0.03874212695836652,0.0034907505394116394,0.0005175983436853001,0.0008278145695364238,0.0037643515904385466,0.002386997780029741,0.0,0.04044013621468271,0.005768526031987017,0.003967682667653874,0.0005175983436853001,0.003174146134123099,0.0022458345953882955,0.0,0.023115393580409416,0.006609116960398274,0.025594163011381555,0.06707650732989058,0.04462797735904559,0.06787004386342135,0.155843376797883,0.009058282633001895,0.007913863658176932,0.005916077396065878,0.013556340003215905,0.013581892720965568,0.005285205724307365,0.012615252105606267,0.00829902413547677,0.0020384524775541187,0.0010694747233762495,0.0023143906673995934,0.005633751026782988,0.005943967252634112,0.018477886927354248,0.13735847845407304,0.015975278680432727,0.09356361317921928,0.01053208237199023,0.028034603365729188,0.004701388447429334,0.0057429733142373525,0.05003518172968216,0.001345412913221724
