year,country,nouveaute_count,influence_count,rupture_count,total_patents,nouveaute_share,influence_share,rupture_share,population,nouveaute_per_million,influence_per_million,rupture_per_million
1991,CZ,0.0,0.0,0.0,43.666666666666686,0.0,0.0,0.0,10308578,0.0,0.0,0.0
1991,DE,42.45833333333333,1152.1333333333332,17.566666666666666,74775.41750945133,0.04838556505223171,0.48643714765937257,0.017763545967809893,80013896,0.5306369950206316,14.399165531613823,0.21954519833238298
1991,DK,0.0,33.75,2.0,2855.6828149920257,0.0,0.014249439069700115,0.0020224151006994185,5154298,0.0,6.547933394615523,0.3880256826438828
1991,ES,45.5,0.0,44.5,1403.1486111111112,0.05185185185185185,0.0,0.04499873599056207,38966376,1.167673380762943,0.0,1.1420102295373837
1991,FI,49.0,59.0,42.0,2829.163095238095,0.05584045584045584,0.024910130521846128,0.04247071711468779,5013740,9.773143401931492,11.767662463550163,8.376980058798422
1991,FR,53.458333333333336,133.16666666666666,60.16666666666667,31463.738743446098,0.06092117758784426,0.056223712675014276,0.060840987612707516,58554242,0.9129711444874196,2.2742445656911867,1.0275372818704864
1991,GB,229.58333333333331,294.5,256.26666666666665,26077.27426046176,0.26163342830009495,0.12433954980819804,0.2591387882362855,57424897,3.997975535477814,5.1284375834405065,4.462640423485072
1991,GR,0.0,22.0,0.0,172.0,0.0,0.009288523245434149,0.0,10319927,0.0,2.131798025315489,0.0
1991,HU,0.0,3.0,0.0,355.85833333333335,0.0,0.0012666168061955657,0.0,10373400,0.0,0.28920122621319916,0.0
1991,IE,1.0,0.0,6.5,523.3325396825396,0.0011396011396011395,0.0,0.00657284907727311,3534235,0.282946663139265,0.0,1.8391533104052222
1991,IS,0.0,0.0,0.0,33.46666666666666,0.0,0.0,0.0,257797,0.0,0.0,0.0
1991,IT,77.08333333333334,49.5,69.33333333333334,13011.385737628385,0.08784425451092119,0.020899177302226835,0.07011039015757986,56758521,1.358092705293243,0.8721157480477689,1.2215493305988954
1991,LI,0.0,3.875,0.0,401.29740259740265,0.0,0.0016360467080026057,0.0,29209,0.0,132.66458968126264,0.0
1991,LU,0.0,2.3571428571428585,0.0,287.87658730158734,0.0,0.0009951989191536593,0.0,387000,0.0,6.090808416389815,0.0
1991,MC,0.0,0.0,0.0,53.0,0.0,0.0,0.0,30625,0.0,0.0,0.0
1991,MT,0.0,0.0,0.0,3.0,0.0,0.0,0.0,363845,0.0,0.0,0.0
1991,NL,246.41666666666666,64.75,308.16666666666663,11963.433974358975,0.2808167141500475,0.027337812733720962,0.3116204600994354,15069798,16.351690093435003,4.2966733860666215,20.449289809104716
1991,NO,8.0,14.0,0.0,878.0261904761904,0.009116809116809116,0.00591087842891264,0.0,4261732,1.877171065660628,3.285049364906099,0.0
1991,PL,0.0,0.0,0.0,86.2,0.0,0.0,0.0,38246193,0.0,0.0,0.0
1991,PT,0.0,2.0,0.0,32.291666666666664,0.0,0.0008444112041303772,0.0,9960235,0.0,0.2007984751363798,0.0
1991,RO,0.0,0.0,0.0,14.0,0.0,0.0,0.0,23001155,0.0,0.0,0.0
1991,SE,85.33333333333334,178.75,130.33333333333334,6501.373412698413,0.09724596391263059,0.07546925136915246,0.13179405072891212,8617375,9.90247416798426,20.742975674146713,15.124482030007208
