date,tensorflow,pytorch,keras,scikit-learn,"other nlp (nltk, spacy)",hugging-face,langchain
2021-08-01,0.06325496213889559,0.04541366827638634,0.026388350842257026,0.034921850991155474,0.004418801917521179,0.0023128514712533526,0.0
2021-09-01,0.06355844734539609,0.04681935588368408,0.02743468403045186,0.03281764640781531,0.005349145762161044,0.0033799837956615796,0.0
2021-10-01,0.06237435812085308,0.04891226075584794,0.026496196901003122,0.033353437725993,0.005240474625843437,0.0047724925402254925,0.0
2021-11-01,0.06624651006132548,0.05487550192649049,0.027046103398449272,0.03106180082679205,0.005768202725755352,0.005579511433864964,0.0
2021-12-01,0.0689509090157539,0.05633056701027476,0.025573935964428415,0.027964478968608764,0.005976880142087493,0.006444904727559169,0.0
2022-01-01,0.07262916023168663,0.060625628733266754,0.025604115458565384,0.0301547261231657,0.005073501205806161,0.006944188443251193,0.0
2022-02-01,0.07535923937791017,0.061336034730712106,0.02835439300753935,0.02823282183876455,0.004932804766789341,0.006079071275802614,0.0
2022-03-01,0.07031752819658586,0.05749938539364225,0.02917562755459391,0.028835190397398878,0.004544837200520681,0.005523869311853804,0.0
2022-04-01,0.06886771366342614,0.05663627180528576,0.03131240225608734,0.0321885624280782,0.005403752115810543,0.004483329978302819,0.0
2022-05-01,0.06394244960146764,0.053043089199472634,0.029226306505689303,0.03190258947967513,0.006342660006780453,0.0036684169442145922,0.0
2022-06-01,0.058884579072189136,0.04850566442658413,0.02572977324558084,0.030111646480659088,0.0064260448263498,0.004878457904375686,0.0
2022-07-01,0.06194335641849756,0.04775812156292979,0.024891801282783267,0.02974444161275091,0.007289498977489755,0.004805016930794052,0.0
2022-08-01,0.06355660513994775,0.05035016998872408,0.026682673934675858,0.0281845112052153,0.0069973768868016074,0.006681977254496152,0.0
2022-09-01,0.06756264237533133,0.052097887190242394,0.03024128325395807,0.026897560475200557,0.00585004125591432,0.00753960239359823,0.0
2022-10-01,0.07359973949457468,0.056903768338969804,0.03394299388702915,0.0338773817100747,0.007165186318096333,0.007854010139093894,0.0
2022-11-01,0.07488501254516187,0.06150492048073205,0.03513247981825386,0.035345331110747974,0.005796057407912429,0.00764868461792703,0.0
2022-12-01,0.07082704319108901,0.059998179369693073,0.033695912202828804,0.03460986195717081,0.0046231575526512305,0.006890619917009333,0.0
2023-01-01,0.06727623598763473,0.058046882225414626,0.02959569979970306,0.03304133108177289,0.005038524659334145,0.007097241007369237,0.0
2023-02-01,0.06334949045015094,0.05372508679623665,0.025252670288888314,0.03051039650385845,0.004028526166114176,0.007498289227209403,0.0
2023-03-01,0.05748469761770762,0.04814094673734451,0.021844712810788758,0.028790416820455137,0.004625894755312808,0.00930073739876985,0.0
2023-04-01,0.055439282101400054,0.04591772643642378,0.019838398495257918,0.026608345249405876,0.005660887688034965,0.01047601909914369,0.0
2023-05-01,0.054438506206989895,0.04512442413886685,0.02029029304182864,0.02919252837185509,0.005753256070195645,0.010209216579902643,0.0
2023-06-01,0.05424782639674487,0.04861228700172972,0.021671157602041025,0.027531220324677474,0.005213585965308149,0.009641121310720419,0.0001358695652173913
2023-07-01,0.052947466705259,0.04749375028535213,0.020848464249330814,0.026071858212729886,0.00429549116032091,0.007965746584031574,0.0004659025685177213
2023-08-01,0.05365809316895923,0.04829512616357228,0.020066848324272267,0.03031951629235518,0.003549004040882972,0.00808064705241565,0.0004659025685177213
2023-09-01,0.062491333141120625,0.05959324253120028,0.018831227359313828,0.036083154096274085,0.004212434186922478,0.00862454660711115,0.001036678824225484
2023-10-01,0.07021192137641474,0.07130200212199311,0.018039986950106664,0.04619344821392114,0.005842868969531173,0.00935184839739248,0.0015401954482664047
2023-11-01,0.07709679497443853,0.07983438453528474,0.019945479310207865,0.050637936928386154,0.006854217589302608,0.0112174977389866,0.0012101624449660747
2023-12-01,0.0835179981644524,0.08784192614416131,0.020508932846962376,0.04931165398802554,0.007001582360453786,0.011263007447724464,0.0015569030829688485
2024-01-01,0.07693513551864747,0.08020181995994034,0.02254361945202488,0.03965399350341576,0.006876246026262034,0.013613289138881308,0.002467169481289522
2024-02-01,0.06851147619984749,0.07350298100406814,0.02223999558701994,0.03027193149987038,0.0049525055155650016,0.016396310560010147,0.002885984350232268
2024-03-01,0.06717109163942915,0.07084364873028005,0.019760134590847994,0.029714407299498008,0.004602204169995716,0.016927080245848998,0.0036292945583591262
2024-04-01,0.06403521095024009,0.06470481794291455,0.017041864161978674,0.027570300929400025,0.004428033064301481,0.01715530445331041,0.004437288331441803
2024-05-01,0.06809233894535213,0.07283283507278117,0.01575760580483857,0.03301111151556953,0.0038122220652977877,0.019390457559750073,0.0038273258167861894
2024-06-01,0.07468385276229947,0.0766330169076451,0.014801860629440215,0.037815833661332135,0.00406954342088504,0.018562469448524965,0.006316155762263534
2024-07-01,0.07841347004119063,0.0843135227151606,0.017248666386009602,0.03936790738324644,0.003940956982712281,0.018542320576446614,0.008406753883362894
2024-08-01,0.08287483934457754,0.08849471940645545,0.02290732505387854,0.047957107166101166,0.003473312548900185,0.020944490188989515,0.009642457719289396
2024-09-01,0.08773196400683499,0.0927103227336935,0.023454232984725848,0.050676029543687495,0.0036173553917903823,0.022360203898532428,0.011643440243101953
2024-10-01,0.09292116155836953,0.097388926893933,0.02538829612573176,0.05175475623912021,0.004627530614589437,0.02655736822331712,0.012562228545503935
2024-11-01,0.09589375135544981,0.10045651582002195,0.025243108777624146,0.05437031926065281,0.004707924706294201,0.029999974675450836,0.012826380561105301
2024-12-01,0.10394971990109231,0.11237763600400905,0.024563611025193634,0.0574694388174112,0.006496107253075008,0.033168641117554146,0.015173551643539413
2025-01-01,0.10838277954105384,0.11334858900662001,0.027797687567724896,0.060261626532128805,0.007328782119091224,0.033627277918433625,0.01838701529614351
2025-02-01,0.10847313962520798,0.11485950335900955,0.03001835824683067,0.06300550032674612,0.00632888398901895,0.03353441795875245,0.01846940702705524
2025-03-01,0.10689992525840104,0.11039778557874252,0.02987325308047179,0.06547370727627838,0.006483449964920376,0.033419114342452615,0.01855396301234179
2025-04-01,0.0963740015197816,0.0979089089229342,0.026709279621505908,0.06049576022473286,0.005557172684334186,0.03154718578839383,0.018972174031200034
2025-05-01,0.09515219700850339,0.09909938511341038,0.024093364834538493,0.061764557217214064,0.004758300503883058,0.033560030399922655,0.017797362001124847
2025-06-01,0.08435726222522437,0.0845159263585997,0.01863000528138646,0.05628605531496793,0.004453709857559877,0.028398233023274978,0.019756414886650888
2025-07-01,0.08161674590614473,0.08497349867061725,0.01639455764013275,0.05510020539388866,0.004039316059913586,0.027795293046207564,0.02463390784615424
2025-08-01,0.08461644486913966,0.09172436583691548,0.014720881753646164,0.057051048746811855,0.004004494615295408,0.03072478748376261,0.02407367573314405
2025-09-01,0.08233094021904055,0.09109085336042008,0.01328884816112698,0.05685475357986568,0.003732444760134561,0.02869719816628535,0.02503275867261653
2025-10-01,0.08968144811809382,0.10115325649784264,0.012915015136794689,0.059723889925376805,0.003824682599127889,0.03569211506487409,0.027651131422424344
