,date,J - Information et communication,"M - Activités spécialisées, scientifiques et techniques","B,C - Industrie",N - Activités de services administratifs et de soutien,K - Activités financières et d'assurance,P - Enseignement,G - Commerce,S - Autres services,"D,E - Electricité - Eau",L - Activités immobilières,H - Transports et entreposage,0 - Administration,F - Construction,I - Hébergement et restauration,Q - Santé humaine et action sociale,"R - Arts, spectacles et activités récréatives",A - Agriculture,nan
46,2022-11-01,0.2679471032745591,0.2414987405541561,0.13727959697732994,0.11020151133501256,0.06706549118387907,0.032430730478589416,0.04376574307304785,0.027392947103274553,0.006297229219143575,0.019206549118387903,0.008816120906801006,0.005667506297229218,0.011335012594458436,0.006612090680100754,0.003463476070528966,0.008501259445843826,0.0015743073047858938,0.0009445843828715363
47,2022-12-01,0.2380813103246563,0.24919567124890318,0.14068441064638784,0.10383152968704298,0.07721556010529394,0.034220532319391636,0.05089207370576192,0.02544603685288096,0.008482012284293652,0.019596373208540508,0.006727113190991518,0.008482012284293652,0.01520912547528517,0.004679730915472359,0.0040947645510383155,0.009651945013161743,0.001754899093302135,0.001754899093302135
48,2023-01-01,0.2510107816711591,0.26415094339622647,0.12297843665768197,0.10107816711590298,0.07142857142857145,0.03706199460916443,0.05896226415094341,0.017857142857142863,0.007749326145552562,0.016509433962264154,0.005390835579514826,0.008760107816711592,0.014487870619946094,0.0030323450134770893,0.0037061994609164425,0.01280323450134771,0.00101078167115903,0.00202156334231806
49,2023-02-01,0.2511431586352444,0.2652128033767147,0.1199437214210341,0.09743228983468165,0.07210692930003515,0.04572634540977839,0.057685543440028124,0.015124868097080546,0.009848751319029193,0.01688357368976433,0.0024621878297572983,0.011607456911712976,0.017587055926837847,0.003165670066830812,0.004572634540977839,0.008090045726345408,0.00035174111853675683,0.0010552233556102707
50,2023-03-01,0.25523319867792865,0.29195739992655145,0.11384502387073075,0.09070877708409837,0.059860448035255205,0.0481087036356959,0.05435181784796179,0.014689680499449131,0.012118986412045533,0.017994858611825183,0.003672420124862283,0.009181050312155707,0.014689680499449131,0.002570694087403598,0.003672420124862283,0.006977598237238336,0.00036724201248622824,0.0
51,2023-04-01,0.21311475409836061,0.310634720470786,0.1315678856662463,0.08785203867171079,0.06683480453972257,0.06221101303068516,0.039932744850777635,0.014712063892391759,0.012610340479192936,0.015973097940311053,0.00924758301807482,0.010508617065994114,0.014291719209751995,0.002101723413198823,0.002522068095838587,0.005044136191677174,0.0004203446826397645,0.0004203446826397645
52,2023-05-01,0.20457730032695,0.3264829518916394,0.12003736571695468,0.08127043437645959,0.06445586174684725,0.07239607659971975,0.03829985987856142,0.015413358243811301,0.01120971508640822,0.01774871555347968,0.015413358243811301,0.00887435777673984,0.010275572162540868,0.0009341429238673515,0.003736571695469406,0.006071929005137785,0.002335357309668379,0.0004670714619336758
53,2023-06-01,0.22806194274988265,0.29047395588925384,0.10746128578132329,0.07508212106992021,0.0708587517597372,0.07742843735335521,0.0366025340215861,0.021116846550915058,0.011731581417175034,0.017832003754106047,0.01830126701079305,0.021116846550915058,0.008916001877053024,0.0037541060534960102,0.004692632566870013,0.0042233693101830115,0.0018770530267480051,0.0004692632566870013
54,2023-07-01,0.26504297994269344,0.2688634192932188,0.08834765998089782,0.07640878701050623,0.06399235912129896,0.06972301814708692,0.04823304680038205,0.02196752626552054,0.013849092645654251,0.02053486150907355,0.015281757402101243,0.018624641833810893,0.014326647564469917,0.004297994269340975,0.005253104106972302,0.003342884431709647,0.0019102196752626554,0.0
55,2023-08-01,0.2892259414225941,0.25104602510460244,0.08786610878661086,0.08002092050209203,0.06433054393305437,0.05177824267782426,0.05334728033472802,0.018828451882845185,0.017782426778242676,0.02353556485355648,0.01621338912133891,0.01935146443514644,0.015167364016736398,0.004184100418410041,0.005230125523012551,0.0020920502092050203,0.0,0.0
