,year,month,class_label,share_class_1,n_class_1
430,2024,12,CULTURE_VALUES,0.6536761178673954,1223683
431,2024,12,PROFESSIONAL_OPPORTUNITIES,0.389488365931233,729123
432,2025,1,REMUNERATION_BENEFITS,0.428784351408699,1039697
433,2025,1,DIVERSITY,0.3523848801219092,854447
434,2025,1,WORK_LIFE_BALANCE,0.09569461656950909,232036
435,2025,1,LEADERSHIP,0.18255947508098758,442662
436,2025,1,CULTURE_VALUES,0.6347907314347223,1539212
437,2025,1,PROFESSIONAL_OPPORTUNITIES,0.3698105581801048,896700
438,2025,2,REMUNERATION_BENEFITS,0.44688478316901553,925855
439,2025,2,DIVERSITY,0.327128899632107,677745
440,2025,2,WORK_LIFE_BALANCE,0.09825378729007364,203562
441,2025,2,LEADERSHIP,0.19528013831464264,404581
442,2025,2,CULTURE_VALUES,0.6796594069499053,1408117
443,2025,2,PROFESSIONAL_OPPORTUNITIES,0.40187025955233086,832594
444,2025,3,REMUNERATION_BENEFITS,0.4375252745168202,1014853
445,2025,3,DIVERSITY,0.3255301720607192,755077
446,2025,3,WORK_LIFE_BALANCE,0.10005561471505003,232082
447,2025,3,LEADERSHIP,0.20175639030320797,467980
448,2025,3,CULTURE_VALUES,0.6835708096036697,1585563
449,2025,3,PROFESSIONAL_OPPORTUNITIES,0.40574211154846024,941131
450,2025,4,REMUNERATION_BENEFITS,0.43795071430315086,950851
451,2025,4,DIVERSITY,0.32619176035413705,708207
452,2025,4,WORK_LIFE_BALANCE,0.10335644411200215,224401
453,2025,4,LEADERSHIP,0.19705066976427557,427824
454,2025,4,CULTURE_VALUES,0.6769655714954883,1469785
455,2025,4,PROFESSIONAL_OPPORTUNITIES,0.4043475837775322,877894
456,2025,5,REMUNERATION_BENEFITS,0.4487823807761801,870829
457,2025,5,DIVERSITY,0.3130456920284515,607442
458,2025,5,WORK_LIFE_BALANCE,0.11174298839533174,216829
459,2025,5,LEADERSHIP,0.19464849471198592,377701
460,2025,5,CULTURE_VALUES,0.694137782115886,1346923
461,2025,5,PROFESSIONAL_OPPORTUNITIES,0.40913850876044744,793903
462,2025,6,REMUNERATION_BENEFITS,0.4760705020926879,624694
463,2025,6,DIVERSITY,0.33781516063247036,443277
464,2025,6,WORK_LIFE_BALANCE,0.12440900236856305,163248
465,2025,6,LEADERSHIP,0.213228592244404,279796
466,2025,6,CULTURE_VALUES,0.7092878459489037,930719
467,2025,6,PROFESSIONAL_OPPORTUNITIES,0.42924413270049716,563249
468,2025,7,REMUNERATION_BENEFITS,0.538447619589478,577295
469,2025,7,DIVERSITY,0.40424120946101605,433406
470,2025,7,WORK_LIFE_BALANCE,0.12533169425461246,134374
471,2025,7,LEADERSHIP,0.24233990301703032,259824
472,2025,7,CULTURE_VALUES,0.7947902666332135,852132
473,2025,7,PROFESSIONAL_OPPORTUNITIES,0.5044709354221016,540867
474,2025,8,REMUNERATION_BENEFITS,0.5345170603836809,432288
475,2025,8,DIVERSITY,0.3836400843281875,310267
476,2025,8,WORK_LIFE_BALANCE,0.12458315043678786,100756
477,2025,8,LEADERSHIP,0.21925205101731696,177319
478,2025,8,CULTURE_VALUES,0.7584022157787683,613354
479,2025,8,PROFESSIONAL_OPPORTUNITIES,0.46580566185880595,376718
480,2025,9,REMUNERATION_BENEFITS,0.5295001418778655,531822
481,2025,9,DIVERSITY,0.3892780159002773,390985
482,2025,9,WORK_LIFE_BALANCE,0.12461058259531953,125157
483,2025,9,LEADERSHIP,0.23426972724602618,235297
484,2025,9,CULTURE_VALUES,0.7747586831742808,778156
485,2025,9,PROFESSIONAL_OPPORTUNITIES,0.48220552875640316,484320
486,2025,10,REMUNERATION_BENEFITS,0.5261827508134772,455046
487,2025,10,DIVERSITY,0.3782409002712747,327105
488,2025,10,WORK_LIFE_BALANCE,0.128259979694868,110920
489,2025,10,LEADERSHIP,0.2523756773195376,218256
490,2025,10,CULTURE_VALUES,0.7862792348804241,679979
491,2025,10,PROFESSIONAL_OPPORTUNITIES,0.49813831078877807,430793
