date,machine learning,deep learning,big data,data mining,data science,ia générative
2022-12-01,0.30227036826255177,0.14532777566512795,0.3238405369044826,0.03984946949291155,0.4634340128594305,0.0001462843768285547
2023-01-01,0.29084391441057544,0.13185636016918362,0.3380684260432926,0.040196000182210694,0.4896114790708708,0.0
2023-02-01,0.29201214880028636,0.12455603491583822,0.34085884829680213,0.03768162098997915,0.48172931598736546,0.0006256256256256256
2023-03-01,0.28212221147200545,0.1090406962102307,0.3473193852570884,0.03549076410827351,0.4766358174066032,0.0011248767489406531
2023-04-01,0.283923508680761,0.10289011695764487,0.3438340944419076,0.033539931226277235,0.4698952855774332,0.0012888111751701613
2023-05-01,0.29040457174136597,0.10466820831423798,0.3347290588019226,0.031240313773484584,0.4519051220996073,0.0023730738765332347
2023-06-01,0.2909235689994937,0.10644933726927998,0.33035049545596795,0.02795550722780847,0.44264314272893224,0.004057230859603261
2023-07-01,0.291020618145247,0.10806284110593425,0.34842050265638846,0.02561825403169505,0.4288793000441147,0.005538177756090214
2023-08-01,0.28665586404688637,0.10040183408017313,0.3616018551154049,0.02669187815347491,0.4164239429012575,0.008499243329860705
2023-09-01,0.29138828526986116,0.1043258324279633,0.3620042983489832,0.027331968006530084,0.4066917480083965,0.010268861907036447
2023-10-01,0.29308265867139566,0.09355217513896073,0.3634589019295459,0.029378003812156682,0.3937441776759157,0.01307416881240729
2023-11-01,0.29533478529250845,0.0944669044388525,0.338932867837203,0.030644679775527667,0.4005065339920302,0.015118115661820601
2023-12-01,0.29298561747003965,0.09750955353732683,0.32111690043082297,0.026767686016859152,0.3995291588186599,0.020835001930891335
2024-01-01,0.2854122371040215,0.09787158618608935,0.2971745046493374,0.032486719827011575,0.399301479506549,0.02686737657652314
2024-02-01,0.28135416459965745,0.11233744499338037,0.27903454335080835,0.0324420642836348,0.41526549796417356,0.03127609658626617
2024-03-01,0.2874274393987659,0.10888777438964563,0.25551101034570806,0.037540544161913394,0.40298334784509104,0.03641944428394879
2024-04-01,0.2905993554891331,0.1092701500354801,0.2357511983063606,0.041923249731865314,0.3982174658426118,0.039413585728503925
2024-05-01,0.2967918683282764,0.10697238374366688,0.23135829850397058,0.040498627750371295,0.39467775669805927,0.04823929263824736
2024-06-01,0.3133442626263354,0.10398044953785984,0.22514060269089903,0.04045525429659322,0.3867077455488574,0.052903607129151445
2024-07-01,0.3183573019994295,0.10878406275571531,0.22608393624729461,0.035091258206207086,0.39594459908145535,0.05876815004771435
2024-08-01,0.3127287768391009,0.11271176994083165,0.21954243481652808,0.03195944366299426,0.4131073568264569,0.0664540346846861
2024-09-01,0.32528324777732015,0.1204206396442247,0.2129514891980081,0.02684319350757961,0.41298939331933204,0.067410479161477
2024-10-01,0.32681714903034537,0.1250121441716907,0.2041861522162983,0.027579614133278103,0.42884892769642885,0.07185856263559884
2024-11-01,0.3309378275325802,0.1288200093294888,0.19213281408897212,0.030770549238051986,0.43852443297761035,0.07487609611565527
2024-12-01,0.35336386681568105,0.1333659654467109,0.18175392149607839,0.03582467675132252,0.4480005227874671,0.07995330912948914
2025-01-01,0.3453372933650833,0.13682163055595922,0.1869492286281383,0.03528616500197526,0.45216174994151415,0.07806121760825786
2025-02-01,0.3368344875672886,0.133690588539093,0.1762676771470558,0.035066228036336675,0.436551016809268,0.08337892158091423
2025-03-01,0.329200442087285,0.13254571232432502,0.172518003544985,0.031134552110691067,0.439001484740908,0.0881563938796639
2025-04-01,0.3239484198432689,0.12978592044109277,0.17329196115736087,0.023805838249868486,0.44006170979989845,0.0899092391843433
2025-05-01,0.3209957256076799,0.12179719863658149,0.1503517982500927,0.02127607634510658,0.45241290027608894,0.09902578053772676
2025-06-01,0.29965207981457326,0.11250677095056735,0.14271555748784337,0.017631725891313323,0.4664541711615181,0.09777162694548436
2025-07-01,0.2912729292798793,0.10727077638146494,0.13449592757568765,0.015967314102619375,0.45942734770886806,0.09898830152821197
2025-08-01,0.28490959109400915,0.09873587181468865,0.1220110355895623,0.014946259484621856,0.4349023796098045,0.10051623281988539
2025-09-01,0.27912587152293633,0.10360275319904601,0.1255025802864165,0.014160920001977145,0.4166213598913514,0.11211003522878919
2025-10-01,0.27502244387234454,0.11064571599148364,0.12099191872272048,0.01395409142150464,0.3979746714096222,0.11922776462609327
